,index,auteur,date_publication,titre
459,741,Bernard Perrut,13/03/2018,"visant à accorder la médaille du travail aux commerçants, artisans et professions libérales"
460,742,Pierre Vatin,13/03/2018,visant à supprimer lamende prévue pour les excès de vitesse inférieurs à 20 km/h
461,743,Jean-Jacques Gaultier,13/03/2018,"visant à supprimer la prestation compensatoire versée sous forme de rente viagère pour les divorces prononcés avant la loi de 2000, au décès du débiteur "
462,744,Maud Petit,13/03/2018,relative à linterdiction des violences éducatives ordinaires
463,745,Fabien Di Filippo,16/03/2018,visant à rendre obligatoires des prélèvements ADN avant inhumation des anonymes
464,746,Jean-Christophe Lagarde,13/03/2018,"visant à rétablir la possibilité pour les associations de locataires, non affiliées à une organisation nationale siégeant à la Commission nationale de concertation, au Conseil national de l'habitat ou au Conseil national de la consommation, de présenter des listes aux élections des représentants des locataires"
465,747,Vincent Descoeur,13/03/2018,"visant à inclure dans le champ des préenseignes dérogatoires les activités de restauration et dhôtellerie, les commerces alimentaires et les distributeurs de carburant"
466,748,Béatrice Descamps,13/03/2018,visant à renforcer la lutte contre le commerce illicite des produits du tabac
467,749,Marine Brenier,15/03/2018,relative au traitement de la douleur
468,750,Sébastien Nadot,13/03/2018,facilitant l'accès aux pratiques sportives pour toutes et tous
469,751,Véronique Louwagie,15/03/2018,tendant à préserver et encourager la capacité hydroélectrique des moulins
470,752,Ludovic Pajot,13/03/2018,visant à accroître la lutte contre les pratiques déloyales dans le transport routier de marchandises
471,753,Jean-Charles Taugourdeau,13/03/2018,visant à protéger la compétitivité des entreprises face aux contraintes réglementaires
472,754,,19/03/2018,", adoptée par le Sénat, visant à améliorer la qualité des études d'impact des projets de loi "
473,758,Vincent Descoeur,19/03/2018,invitant le Gouvernement à soumettre à un débat parlementaire toute modification du code de la route ayant un impact sur la mobilité des Français
474,759,,19/03/2018,", adoptée par le Sénat, de simplification, de clarification et d'actualisation du droit des sociétés"
475,767,Marie-Christine Dalloz,23/03/2018,invitant le Gouvernement à mettre en uvre un moratoire sur lexport des grumes de chêne et à conduire une réflexion sur lavenir de la filière
476,768,Pierre Morel-À-L'Huissier,23/03/2018,relative au dépistage et à la prise en charge de la maladie de Lyme
477,770,Pierre Cordier,30/03/2018,rappelant que le cannabis est un perturbateur endocrinien et demandant des recherches approfondies sur ses effets à long terme
478,772,Richard Ferrand,27/03/2018,relative à la lutte contre les fausses informations
479,773,Nicolas Dupont-Aignan,23/04/2018,"tendant à permettre d'abroger ou de suspendre dans les collectivités de la Guyane et de Mayotte, l'application du droit du sol pour l'obtention de la nationalité"
480,779,Pierre Cordier,28/03/2018,visant à renforcer les droits des consommateurs en matière de démarchage téléphonique
481,780,Frédérique Meunier,27/03/2018,visant à valoriser le statut du bénévole dans les associations
482,781,Rémi Delatte,27/03/2018,"visant à lutter contre le commerce illégal de bois de chauffage et le détournement du droit daffouage

"
483,782,Philippe Gosselin,27/03/2018,visant à financer le grand âge et la dépendance par l'instauration d'un plancher minimum de charges sociales
484,783,Vincent Rolland,27/03/2018,visant à rendre obligatoire pour tous les conducteurs la possession de chaînes dans leur véhicule durant la période hivernale si ce dernier nest pas équipé de pneus neige
485,784,Richard Ramos,27/03/2018,relative aux sociétés agroalimentaires
486,785,Bernard Perrut,27/03/2018,visant à mieux adapter la formation des jeunes aux besoins des entreprises
487,786,Jean-Louis Masson,27/03/2018,visant à revitaliser les terres agricoles en zone périurbaine
488,787,Fabien Di Filippo,27/03/2018,visant à appliquer un plafond à toute rémunération dans la haute fonction publique
489,788,Moetai Brotherson,27/03/2018,visant à renforcer lintégrité des mandats électifs et de la représentation nationale
490,789,Virginie Duby-Muller,27/03/2018,visant à assouplir lutilisation de titres-restaurant pour améliorer le pouvoir dachat des salariés
491,790,Emmanuel Maquet,28/03/2018,"visant à supprimer la commission nationale du débat public, instance de pseudo-démocratie participative inefficace et coûteuse"
492,791,Marie-France Lorho,28/03/2018,visant à la protection du monde combattant
493,792,Jean-Jacques Gaultier,27/03/2018,visant à fixer les vitesses maximales autorisées
494,793,Pierre Morel-À-L'Huissier,27/03/2018,visant à inciter les citoyens à utiliser leurs vélos pour se rendre sur leurs lieux de travail
495,794,Dino Cinieri,27/03/2018,visant à réserver le statut de la fonction publique aux agents exerçant une fonction régalienne
496,795,Yves Jégo,27/03/2018,visant à instaurer une alternative végétarienne dans toutes les cantines publiques
497,796,Éric Pauget,28/03/2018,"visant à exclure de la base dimposition de la taxe sur la valeur ajoutée les impôts, taxes et prélèvements obligatoires applicables à la fourniture délectricité, de gaz et deau"
498,797,Jean-Carles Grelier,27/03/2018,visant à créer un statut du dirigeant associatif
499,798,Damien Abad,27/03/2018,relative à une société plus inclusive pour les personnes en situation de handicap
500,799,Richard Ferrand,27/03/2018,relative à la lutte contre les fausses informations
501,800,Claire O'Petit,27/03/2018,visant à faciliter la garde denfants pour les salariés des commerces de détail non alimentaires situés dans les zones géographiques dérogeant de droit au repos dominical
502,801,Philippe Michel-Kleisbauer,27/03/2018,visant à mettre fin à la corrida en France
503,802,Nathalie Bassire,27/03/2018,visant à faire reconnaitre la lutte contre le diabète « Grande cause nationale 2019 »
504,803,Bernard Perrut,27/03/2018,visant à sensibiliser les jeunes aux troubles auditifs
505,804,Michel Larive,27/03/2018,visant à interdire laccès aux courses de taureaux aux mineurs de moins de quatorze ans
506,805,Marie-George Buffet,30/03/2018,portant suppression de la prise en compte des revenus du conjoint dans la base de calcul de l'allocation aux adultes handicapés
507,807,Mansour Kamardine,05/04/2018,"visant à renforcer la protection du territoire national, des espaces maritimes français et lappartenance des Outre-mer à la République"
508,813,Justine Benin,27/03/2018,tendant à la création d'une commission d'enquête sur l'incendie du centre hospitalier universitaire de Pointe-à-Pitre et ses incidences sanitaires
509,814,Pierre Morel-À-L'Huissier,27/03/2018,relative à la prise en charge des frais liés aux séances d'ergothérapie nécessaires aux enfants dyspraxiques
510,818,,06/04/2018,", adoptée par le Sénat, d'orientation et de programmation pour une meilleure protection des mineurs victimes d'infractions sexuelles "
511,823,Isabelle Valentin,05/04/2018,visant à aider au financement du placement des personnes âgées en établissement d'hébergement pour personnes âgées dépendantes
512,824,Marine Brenier,04/04/2018,"visant à tenir compte des spécificités et contraintes réglementaires et urbanistiques des communes et délargir la liste des logements sociaux  énumérés à larticle 55 de la loi n° 2000-1208 du 13 décembre 2000

"
513,825,Robin Reda,04/04/2018,visant à supprimer les établissements publics territoriaux intégrés à la métropole du Grand Paris
514,826,Marine Le Pen,05/04/2018,portant mesures durgence spécifiques à  Mayotte en matière de maîtrise de limmigration et de maintien de lordre public
515,827,Vincent Descoeur,05/04/2018,visant à permettre aux préfets et aux présidents de conseils départementaux de maintenir la vitesse maximale autorisée à 90 km par heure sur les routes nationales et départementales à double sens sans séparateur central
516,828,Nicolas Dupont-Aignan,04/04/2018,visant à modifier le statut juridique du cheval en le faisant passer danimal de rente à animal de compagnie
517,829,Fabrice Brun,06/04/2018,visant à exempter de l'obligation de disposer de l'autorisation de défrichement prévue à l'article L. 341-3 du code forestier les opérations de déboisement ayant pour but de planter des arbres mycorhizés par les truffes
518,830,David Lorion,03/04/2018,visant à rétablir en outre-mer lallocation logement pour les dispositifs daccession à la propriété et à lamélioration de lhabitat
519,831,Bernard Perrut,04/04/2018,visant à exonérer de taxe dhabitation le logement vacant des personnes accueillies en établissement dhébergement pour personnes âgées dépendantes
520,832,Bernard Reynès,06/04/2018,relative à la reconnaissance de la langue provençale comme langue de France
521,833,Pierre Vatin,03/04/2018,visant à la création dun répertoire des maladies rares ou orphelines
522,834,Vincent Descoeur,03/04/2018,visant à rétablir le bénéfice de la demi-part fiscale pour les veufs et veuves ayant eu un enfant
523,835,Jean-Christophe Lagarde,03/04/2018,"visant à rendre les titres-restaurant utilisables tous les jours de la semaine et les jours fériés, ainsi que sur lensemble du territoire"
524,836,Vincent Rolland,04/04/2018,relative à la modification des règles définissant les dispositifs de péréquation horizontale pour les collectivités de montagne
525,837,Jean-Christophe Lagarde,04/04/2018,visant à rendre les péages des autoroutes gratuits pour les jeunes conducteurs
526,839,,09/04/2018,", adoptée par le Sénat, relative à l'ouverture à la concurrence du transport ferroviaire de voyageurs"
527,840,François de Rugy,04/04/2018,visant à garantir la présence des parlementaires dans certains organismes extérieurs au Parlement et à simplifier les modalités de leur nomination
528,841,Véronique Louwagie,13/04/2018,invitant le Gouvernement à promouvoir la rédaction des directives anticipées dans le dossier médical partagé
529,845,,04/04/2018,", adoptée par le Sénat, visant à proroger l'expérimentation de la tarification sociale de l'eau prévue à l'article 28 de la loi n° 2013-312 du 15 avril 2013 "
530,847,Cyrille Isaac-Sibille,10/04/2018,relative à lexpertise des comités de protection des personnes
531,848,Sylvain Waserman,10/04/2018,en faveur de lengagement associatif
532,849,Patrick Mignola,10/04/2018,visant à créer un droit voisin au profit des éditeurs de services de presse en ligne
533,850,,04/04/2018,", modifiée par le Sénat, visant à faciliter la sortie de l'indivision successorale et à relancer la politique du logement en outre-mer"
534,854,,16/04/2018,", adoptée par le Sénat, relative à l'élection des conseillers métropolitains "
535,856,Sébastien Nadot,24/04/2018,"tendant à la création d'une commission d'enquête sur le respect des engagements internationaux de la France au regard des autorisations d'exportations d'armes, munitions, formations, services et assistance accordées ces trois dernières années aux belligérants du conflit au Yémen"
536,858,Bastien Lachaud,16/04/2018,"tendant à la création dune commission d'enquête relative à la collecte et à l'utilisation abusives des données personnelles par les entreprises du numérique, notamment Facebook et Cambridge Analytica, en vue d'influencer les processus électoraux en France"
537,863,Sébastien Chenu,16/04/2018,visant à assurer la neutralité des dirigeants de « La Chaîne parlementaire » et de « Public Sénat »
538,864,Thibault Bazin,18/04/2018,visant à renforcer les sanctions à lencontre des organisateurs de rave-parties illégales
539,865,Jean-Charles Taugourdeau,17/04/2018,visant à donner compétence au juge d'instance afin d'autoriser l'ouverture d'un cercueil pour permettre la crémation du corps d'une personne décédée à l'étranger
540,866,Aurélien Pradié,17/04/2018,"visant à interdire la diffusion publique des noms, prénoms et visages des terroristes"
541,867,Sébastien Chenu,16/04/2018,visant à louverture du régime dexonération fiscale pour les entreprises qui se créent dans les bassins urbains à dynamiser aux entreprises déjà implantées dans les bassins urbains à dynamiser
542,868,Patrick Hetzel,17/04/2018,visant à supprimer limpôt sur la fortune immobilière
543,869,Christophe Naegelen,19/04/2018,visant à créer un droit dopposition effectif au démarchage téléphonique
544,870,Guillaume Peltier,17/04/2018,visant à lutter conjointement contre la fraude fiscale et la fraude sociale et à renforcer les sanctions contre ce « vol » fait à la solidarité nationale
545,871,Jean-Charles Taugourdeau,17/04/2018,visant à encadrer le droit de grève
546,872,Thierry Benoit,17/04/2018,relative au pouvoir de police des maires et des présidents de conseils départementaux en matière de circulation routière
547,876,Guy Bricout,25/04/2018,visant à conforter le statut du parlementaire suppléant
548,877,Guy Bricout,25/04/2018,relative au remplacement des parlementaires durant un congé de longue maladie ou de maternité
549,878,Guy Bricout,25/04/2018,visant à modifier le Règlement de lAssemblée nationale afin de permettre au député suppléant dassister aux réunions de lAssemblée pour y remplacer le député et de préciser les conditions dans lesquelles est acté le remplacement dun député par son suppléant en cas de congé maladie ou maternité
550,879,Marine Le Pen,13/04/2018,sur le rétablissement de la maitrise souveraine de la politique migratoire et la protection de la nationalité française
551,882,,19/04/2018,", modifiée par le Sénat, relative à la mise en uvre du transfert des compétences eau et assainissement aux communautés de communes et aux communautés d'agglomération"
552,883,Patrick Hetzel,27/04/2018,visant à ce que tout candidat à la présidence d'un établissement public de recherche soit obligatoirement titulaire d'un doctorat
553,885,Louis Aliot,26/04/2018,visant la modification de la loi relative à la solidarité et au renouvellement urbains et en vue de favoriser laccession sociale à la propriété
554,886,Nicolas Dupont-Aignan,26/04/2018,visant à étendre la définition de complicité pour inclure les cas où une personne aide sciemment à la commission dune infraction lorsque linfraction finalement commise est différente de linfraction projetée
555,887,Daniel Fasquelle,26/04/2018,"visant à rétablir l'égalité entre les enfants en milieu urbain et en milieu rural en appliquant les mêmes règles d'effectifs dans les écoles primaires dans les réseaux d'éducation prioritaire, les réseaux  d'éducation prioritaire renforcés et les zones de revitalisation rurale"
556,888,Maurice Leroy,26/04/2018,relative au respect du principe de laïcité dans le cadre scolaire
557,889,Maurice Leroy,26/04/2018,"relative à l'extension du droit à réparation à tous les pupilles de la Nation, orphelins de guerre ou du devoir"
558,890,Bernard Perrut,26/04/2018,visant à interdire les pratiques commerciales portant atteinte à la notoriété des vins
559,891,Guillaume Larrivé,26/04/2018,relative à l'expulsion des étrangers menaçant l'ordre public
560,892,Valérie Bazin-Malgras,26/04/2018,visant à alléger la taxe foncière sur les propriétés bâties applicable aux activités extra-agricoles
561,893,,25/04/2018,", modifiée par le Sénat, relative à la protection du secret des affaires"
562,905,Stéphane Peu,17/05/2018,tendant à la création d'une commission d'enquête chargée de faire la lumière sur les conditions dans lesquelles s'est déroulé le défilé du 1er mai 2018
563,906,Brigitte Kuster,22/05/2018,visant à créer une commission d'enquête relative à la lutte contre les groupuscules d'ultragauche prônant la violence
564,913,Sébastien Chenu,22/05/2018,tendant à la création d'une commission d'enquête relative à l'évaluation de la politique de maintien de l'ordre public exercée par les services de l'État à l'occasion des manifestations du 1er mai 2018
565,914,Olivier Dassault,23/05/2018,tendant à instaurer une journée nationale des fondations
566,915,Olivier Dassault,23/05/2018,visant à intégrer un test national de déchiffrage au cours du cycle des apprentissages fondamentaux
567,916,Olivier Dassault,23/05/2018,"visant à miser sur linsertion professionnelle des jeunes dans lentreprise

"
568,917,Olivier Dassault,23/05/2018,visant à faciliter lemploi dun auxiliaire de vie professionnelle pour les chefs dentreprise handicapés
569,918,Sébastien Huyghe,18/05/2018,visant à limiter le recours à l'élection municipale partielle à la suite de l'élection du maire au Parlement
570,919,Sébastien Huyghe,18/05/2018,visant à assouplir le mode de financement des campagnes électorales dans les communes de moins de 9 000 habitants
571,920,Sébastien Huyghe,18/05/2018,visant à modifier le mode d'élection des conseillers communautaires dans les communes de plus de 1 000 habitants ne disposant que d'un seul délégué communautaire
572,921,Sébastien Huyghe,18/05/2018,visant à renforcer la place de l'opposition au sein des conseils municipaux des communes de 1 000 à 3 500 habitants
573,922,Sébastien Huyghe,18/05/2018,visant à permettre la délocalisation des conseils municipaux
574,923,Éric Pauget,18/05/2018,visant à réduire l'imposition sur les successions et à faciliter la transmission de patrimoine aux jeunes générations
575,924,Patrick Hetzel,21/05/2018,visant à créer un fonds spécial dédié à dédommager les victimes de la géothermie
576,925,Annie Genevard,23/05/2018,visant à préserver l'activité des buralistes en renforçant les moyens de lutte contre le commerce illicite des produits du tabac
577,926,Bernard Perrut,22/05/2018,visant à responsabiliser les assurés sociaux sur leurs dépenses personnelles de santé
578,927,Marine Brenier,22/05/2018,relative aux médecins coordonnateurs des établissements d'hébergement pour personnes âgées dépendantes
579,928,Éric Ciotti,17/05/2018,visant à créer un délit d'incitation à la haine de la France et à éloigner du territoire les étrangers qui s'en seraient rendus coupables
580,929,Valérie Lacroute,22/05/2018,visant à reconnaître les victimes d'attentats à partir du 1er janvier 1974
581,930,Guillaume Peltier,25/05/2018,visant à faire bénéficier les travailleurs des performances économiques de leur entreprise
582,931,Marianne Dubois,25/05/2018,permettant le don de jours de repos aux réservistes opérationnels
583,932,Patrice Verchère,23/05/2018,tendant à mentionner le groupe sanguin sur la carte nationale d'identité
584,933,Laurent Furst,09/05/2018,visant à rendre obligatoire la vente d'éthylotests par les débits de boisson
585,934,Patrick Hetzel,21/05/2018,sur la majoration des pensions aux veuves des très grands invalides de guerre dont lindice de pension était supérieur à 2 000 points à la date du décès
586,935,Éric Ciotti,17/05/2018,visant à renforcer linterdiction de dissimulation du visage lors dune manifestation
587,936,Vincent Descoeur,05/06/2018,relative au pouvoir dadaptation des vitesses maximales autorisées par les autorités titulaires du pouvoir de police de la circulation
588,937,Valérie Bazin-Malgras,28/05/2018,autorisant la mise en place d'une entraide bénévole pour des vendanges festives
589,940,Richard Ferrand,21/05/2018,renforçant la lutte contre les rodéos motorisés
590,941,Richard Ferrand,21/05/2018,relative à l'interdiction de l'usage du téléphone portable dans les écoles et les collèges
591,947,Marine Brenier,11/12/2018,tendant à la création d'une commission d'enquête sur l'évaluation de l'application des peines pour acte de rébellion et d'outrage
592,948,,29/05/2018,", adoptée par le Sénat, visant à instaurer un régime transitoire d'indemnisation pour les interdictions d'habitation résultant d'un risque de recul du trait de côte "
593,950,Constance Le Grip,24/05/2018,tendant à renforcer le soutien des collectivités territoriales aux librairies indépendantes labellisées 
594,951,Stéphane Testé,24/05/2018,tendant à favoriser le recrutement et la formation des sapeurs-pompiers volontaires
595,952,Jean-Luc Warsmann,24/05/2018,visant à favoriser le démontage des enseignes et des éléments publicitaires sans objet
596,953,Jean-Luc Warsmann,24/05/2018,pour améliorer la performance énergétique des logements proposés en location
597,954,Jean-Luc Warsmann,24/05/2018,visant à favoriser la surélévation des immeubles
598,955,Jean-Luc Warsmann,24/05/2018,visant à lutter contre les occupations illégales de logements
599,956,Jean-Luc Warsmann,24/05/2018,visant à rationaliser la mise en uvre des contrôles pratiqués sur les installations d'assainissement non collectif
600,957,Jean-Luc Warsmann,24/05/2018,pour un meilleur encadrement de l'installation des éoliennes en France
601,958,Yves Jégo,24/05/2018,visant à créer un service minimum réel dans les transports ferroviaires
602,959,Jean-Luc Warsmann,24/05/2018,pour répondre à la situation de tension immobilière de certaines agglomérations
603,960,Jean-Luc Warsmann,24/05/2018,pour une meilleure adéquation de l'offre de logements sociaux aux besoins des demandeurs
604,961,Bastien Lachaud,24/05/2018,tendant à permettre aux consommateurs et aux maires de s'opposer à l'installation de compteurs électriques dits intelligents
605,962,Éric Pauget,24/05/2018,visant à instaurer un service garanti dans les transports aux heures de pointe en cas de grève
606,963,Sacha Houlié,22/05/2018,relative à l'élection des sénateurs dans une circonscription régionale
607,964,Véronique Louwagie,24/05/2018,visant à ouvrir l'exception aux droits d'auteurs pour les personnes atteintes de troubles dys
608,965,Damien Abad,25/05/2018,visant à la consolidation du modèle français du don du sang 
609,966,Sacha Houlié,22/05/2018,relative à l'élection des sénateurs dans une circonscription régionale
610,967,,18/07/2018,", adoptée par l'Assemblée nationale, visant à assurer la revalorisation des pensions de retraite agricoles en France continentale et dans les outre-mer"
611,972,Xavier Breton,31/05/2018,appelant à une interdiction universelle de la gestation pour autrui
612,985,Alain Ramadier,04/06/2018,créant des objectifs régionaux de dépenses d'assurance maladie (ORDAM)
613,986,Nicolas Forissier,18/06/2018,tendant à la création d'une commission d'enquête relative au renforcement de la sécurité et de l'information des populations riveraines de parcs éoliens
614,987,Muriel Ressiguier,04/06/2018,sur la lutte contre les groupuscules d'extrême droite en France
615,988,Christian Jacob,04/06/2018,visant à créer une commission d'enquête relative à la lutte contre les groupuscules prônant la violence
616,998,Jean-Hugues Ratenon,06/06/2018,tendant à interdire les expulsions locatives sans solution de relogement
617,999,Thierry Benoit,05/06/2018,instaurant un système de bonus malus pour le permis de conduire
618,1000,Laurent Furst,30/05/2018,concernant la prise en compte du classement en zone à risque d'un bien pour la détermination de sa valeur locative
619,1001,Raphaël Schellenberger,06/06/2018,visant à moderniser les missions des gardes champêtres
620,1002,Bernard Brochand,05/06/2018,visant à lutter contre l'exercice illégal de l'activité de chauffeur de taxi et de l'activité de voiture de transport avec chauffeur
621,1003,Jean-Louis Masson,04/06/2018,visant à élargir le champ d'application des travaux exemptés d'autorisation afin de lutter contre les inondations
622,1004,Annie Genevard,08/06/2018,visant à modifier la composition des commissions départementales de l'aménagement commercial afin de préserver la vitalité des centres-villes
623,1005,Nicolas Forissier,12/06/2018,visant à renforcer la sécurité et l'information des populations riveraines de parcs éoliens
624,1006,Nicolas Forissier,12/06/2018,visant à renforcer la confiance et le dialogue en matière de sécurité routière
625,1007,Béatrice Descamps,06/06/2018,visant à renforcer la lutte contre l'abandon d'animaux domestiques
626,1008,Guillaume Peltier,06/06/2018,visant à empêcher l'achat de terres agricoles par des investisseurs étrangers
627,1009,Éric Ciotti,05/06/2018,visant à étendre le principe de laïcité aux établissements publics d'enseignement supérieur
628,1010,Jean-Hugues Ratenon,06/06/2018,relative à la création dun jour férié national commémorant labolition de lesclavage par la République française
629,1011,Valérie Boyer,07/06/2018,visant à prévenir les risques de mutilations génitales féminines et à responsabiliser les parents
630,1012,Emmanuelle Ménard,30/05/2018,"visant à interdire la commercialisation et la distribution de pailles en plastique afin de lutter contre les déchets en matière plastique, le gaspillage des produits à usage unique et d'uvrer à la protection de la biodiversité"
631,1022,Gilbert Collard,13/07/2018,visant à constitutionnaliser les principes fondamentaux de la bioéthique
632,1030,,06/06/2018,", adoptée par le Sénat, relative à l'autorisation des examens des caractéristiques génétiques sur les personnes décédées"
633,1031,,13/06/2018,", adoptée par le Sénat, visant à attribuer la carte du combattant aux soldats engagés en Algérie après les accords d'Evian, du 2 juillet 1962 jusqu'au 1er juillet 1964 "
634,1032,André Chassaigne,13/06/2018,visant à mettre le peuple et ses aspirations au cur des débats budgétaires
635,1034,Charles de Courson,11/06/2018,visant à promouvoir l'autonomie fiscale des collectivités territoriales
636,1036,Julien Aubert,18/06/2018,concernant les certificats d'économie d'énergie
637,1037,Amélie de Montchalin,15/06/2018,pour le renforcement des outils et des moyens de pilotage de la recherche publique
638,1038,Laurent Saint-Martin,14/06/2018,pour une révision générale des taxes à faible rendement
639,1039,Jean-Paul Mattei,14/06/2018,pour un usage plus proportionné et pertinent de la décote applicable aux cessions de biens et actifs immobiliers du domaine privé de l'Etat
640,1040,Sarah El Haïry,14/06/2018,invitant le Gouvernement à veiller à une mise en uvre optimale du renforcement des moyens et des missions du fonds pour le développement de la vie associative
641,1041,Saïd Ahamada,18/06/2018,relative à la lutte contre la pollution du transport maritime et à la promotion des carburants marins alternatifs
642,1042,Patrick Hetzel,14/06/2018,visant à pérenniser les moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme
643,1043,Marie-Christine Dalloz,19/06/2018,relative à l'évaluation de la performance des autorités administratives indépendantes
644,1044,François Jolivet,19/06/2018,relative au suivi et au pilotage de la production de logements sociaux
645,1045,Marie-France Lorho,18/06/2018,tendant à la création d'une commission d'enquête relative à la flavescence dorée
646,1046,Nicolas Forissier,19/06/2018,relative au soutien aux exportations de produits agricoles et agroalimentaires
647,1047,,18/06/2018,", adoptée par le Sénat, visant à moderniser la transmission d'entreprise "
648,1048,Valérie Rabault,18/06/2018,"pour une politique budgétaire de réduction des inégalités, en faveur de la cohésion sociale et territoriale 

"
649,1050,Paul Christophe,12/06/2018,renforçant l'action du Défenseur des droits en matière d'autonomie
650,1051,,21/06/2018,", modifiée par le Sénat, visant à garantir la présence des parlementaires dans certains organismes extérieurs au Parlement et à simplifier les modalités de leur nomination"
651,1061,Laurent Furst,13/06/2018,supprimant la perte d'un point pour les petits excès de vitesse sur les routes secondaires dont la vitesse maximale autorisée est de 80 kilomètres par heure
652,1062,Laurent Furst,19/06/2018,supprimant la perte d'un point pour les petits excès de vitesse
653,1063,Julien Borowczyk,19/06/2018,visant à assouplir les règles relatives au permis à points dans la perspective de l'abaissement de la limitation de vitesse à 80 kilomètres par heure sur les routes à deux voies
654,1064,Alain Ramadier,19/06/2018,visant à régionaliser la régulation de notre politique de santé
655,1065,Patrick Hetzel,20/06/2018,visant à garantir la liberté d'étudier dans les établissements d'enseignement supérieur
656,1066,Patrick Hetzel,19/06/2018,visant à une harmonisation fiscale progressive en cas de fusions de communes et d'établissements publics de coopération intercommunale ou de rattachements
657,1067,Patrick Hetzel,19/06/2018,prévoyant une durée indéterminée pour les avantages cumulés sur les cartes de fidélité
658,1068,François-Michel Lambert,19/06/2018,relative au développement du financement participatif public
659,1069,Loïc Prud'homme,19/06/2018,protégeant la population des pesticides par l'instauration d'une zone tampon
660,1070,Guillaume Peltier,19/06/2018,visant à favoriser l'accession populaire à la propriété
661,1071,Jean-Charles Taugourdeau,22/06/2018,"visant à aménager la « taxe à lessieu », taxe spéciale sur certains véhicules routiers, pour les poids lourds de collection ou détenus par des particuliers pour un usage personnel et occasionnel non commercial"
662,1072,Jean-Charles Taugourdeau,20/06/2018,visant à préserver l'avenir des musées privés français
663,1073,Bernard Perrut,22/06/2018,visant à faire reconnaître la lutte contre le cancer de l'enfant « Grande cause nationale 2019 »
664,1074,Bernard Perrut,22/06/2018,visant à légalité entre actifs et retraités pour la déductibilité de leur cotisation de mutuelle complémentaire
665,1075,Bernard Perrut,22/06/2018,visant à accroître les moyens daction et la protection de la police municipale 
666,1076,Jean-Christophe Lagarde,22/06/2018,visant à renforcer la liberté des étudiants de passer leurs examens
667,1077,Jean-Carles Grelier,19/06/2018,visant à réduire les risques de transmission dinfections du sang
668,1078,Marine Brenier,22/06/2018,visant à autoriser l'usage de caméras mobiles par la police municipale
669,1079,Philippe Berta,20/06/2018,relative aux marques territoriales
670,1080,Alain Ramadier,22/06/2018,"visant à élargir l'infraction d'intelligence avec l'ennemi au terrorisme, et à prévoir l'expulsion des individus fichés"
671,1081,Brigitte Bourguignon,25/06/2018,visant à renforcer l'accompagnement des jeunes majeurs vulnérables vers l'autonomie
672,1083,,20/06/2018,", adoptée par le Sénat, relative à l'harmonisation de l'utilisation des caméras mobiles par les autorités de sécurité publique "
673,1084,,25/06/2018,", adoptée par le Sénat, relative à l'équilibre territorial et à la vitalité de la démocratie locale"
674,1085,,26/06/2018,", adoptée par le Sénat, relative aux conditions d'exercice de la liberté de culte dans un cadre républicain"
675,1086,,29/06/2018,", adoptée par le Sénat, portant pacte national de revitalisation des centres-villes et centres-bourgs"
676,1087,Olivier Serva,29/06/2018,relative à l'Outre-mer
677,1089,Véronique Louwagie,29/06/2018,relative à lamélioration de lévaluation de laide médicale dÉtat
678,1102,Marie-France Lorho,29/06/2018,visant à rétablir la possibilité du cumul des mandats
679,1103,Marie-France Lorho,28/06/2018,tendant à créer une commission denquête visant à faire un état des lieux de lajout « du stade embryonnaire » à larticle 16-13 du code civil
680,1107,Fabien Di Filippo,06/07/2018,"pour la reconnaissance de l'engagement bénévole par l'octroi de trimestres de retraite aux bénéficiaires de la médaille de la jeunesse, des sports et de l'engagement associatif"
681,1108,Alain Bruneel,04/07/2018,visant à établir une journée nationale d'hommage aux victimes de la grève patriotique des mineurs de 1941
682,1109,Yves Jégo,04/07/2018,instaurant un engagement national
683,1110,Valérie Lacroute,03/07/2018,visant à permettre le cumul de l'allocation aux adultes handicapés avec l'indemnité de fonction d'élu local
684,1111,Marine Le Pen,27/06/2018,visant à lutter contre les navires passeurs de personnes en situation irrégulière
685,1112,Jean-Carles Grelier,03/07/2018,visant à simplifier la procédure de médiation de la consommation
686,1113,Frédérique Meunier,03/07/2018,visant à créer un fonds national d'investissement en faveur des petites communes
687,1114,Frédérique Meunier,03/06/2018,relative à l'organisation des commissions départementales chargées de la dotation d'équipement des territoires ruraux et des commissions départementales de la coopération intercommunale
688,1115,Guillaume Peltier,03/07/2018,visant à protéger nos petits commerces de centre-ville face à limplantation excessive de grandes surfaces commerciales
689,1116,Guy Bricout,03/07/2018,visant à instaurer un congé de deuil de douze jours consécutifs pour le décès d'un enfant mineur
690,1117,Bernard Perrut,06/07/2018,visant à créer une épargne de gestion des risques pour les agriculteurs
691,1118,Laure de La Raudière,03/07/2018,visant à ajouter le vaccin contre le papillomavirus sur la liste des vaccinations obligatoires
692,1119,Laure de La Raudière,03/06/2018,visant à réduire le délai des donations exonérées de droits de mutation entre ascendants et descendants
693,1120,Laure de La Raudière,03/07/2018,visant à commémorer les deux guerres mondiales dans les établissements scolaires
694,1121,Nicolas Forissier,05/07/2018,visant à relever l'un des seuils sociaux dans les entreprises
695,1125,Agnès Firmin Le Bodo,09/07/2018,tendant à mieux maîtriser le poids de la réglementation applicable aux collectivités territoriales et à simplifier certaines normes réglementaires relatives à la pratique et aux équipements sportifs
