Title,Name,content
 autoroutes de l'information,"Francis Saint-Ellier, Jean-Marie Rausch",relatif aux experimentations dans le domaine des technologies et services de l'information
 autoroutes de l'information et la francophonie,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement sur les autoroutes de l'information et la francophoni"
 auxiliaires de vie,André GERIN,  relative au maintien a domicile des personnes handicapees et aux auxiliaires de vie
 avance remboursable a la creation d'entreprise,Pierre PASCALLON,instaurant une avance remboursable a la creation d'entreprise
 avancement de certains officiers,Martin MALVY,"  tendant a permettre l'avancement au grade superieur a titre honoraire des officiers, sous-officiers et officiers mariniers rayes des cadres pour invalidite imputable au service en temps de guerre ou lors d'operations de securite ou de maintien de l'ordre"
avant-projet de budget des Communautes europeennes pour 1997,Bernard CARAYON,sur l'avant-projet de budget general des Communautes europeennes pour l'exercice 1997 (document
avant-projet de budget des Communautés européennes pour 1997,,Rapport d'information déposé en application de l'article 145 du Règlement par la Mission d'information commune sur le service national en conclusion des travaux de la mission d'information  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur l'avant-projet de budget general des Communautes europeennes pour l'exercice 199
avenant a la convention de 1923 creant le port de Strasbourg,"Joseph Ostermann, Germain Gengenwin",portant approbation d'un quatrieme avenant a la convention intervenue le 20 mai 1923 entre l'Etat et la ville de Strasbourg relative a la constitution du port rhenan de Strasbourg en port autonome et a l'execution des travaux d'extension de ce port
 avenant a la convention fiscale avec la Norvege,"Ladislas Poniatowski, Jacques Chaumont","autorisant l'approbation de l'avenant a la convention du 19 decembre 1980 entre le Gouvernement de la Republique francaise et le Gouvernement du Royaume de Norvege en vue d'eviter les doubles impositions, de prevenir l'evasion fiscale et d'etablir des regles d'assistance administrative reciproque en matiere d'impots sur le revenu et sur la fortune (ensemble un protocole et un protocole additionnel), modifiee par l'avenant du 14 novembre 1984"
 Traités et conventions : convention fiscale avec le Cameroun,"Antoine Joly, (Dossier en ligne sur le site du Sénat)",autorisant l'approbation de l'avenant a la convention fiscale du 21 octobre 1976 entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique du Cameroun
 avenant a la convention France-Senegal,"Michel Crucis, Richard Cazenave",autorisant l'approbation de l'avenant no 1 a la convention generale de securite sociale du 29 mars 1974 entre la France et le Senegal
 avenant a l'accord France-Malte sur les doubles impositions,"Michel Habig, Jacques Chaumont","autorisant l'approbation de l'avenant (ensemble un echange de lettres) a l'accord du 25 juillet 1977 entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique de Malte tendant a eviter les doubles impositions et a prevenir l'evasion fiscale en matiere d'impots sur le revenu, déposé sur le bureau de l'Assemblee nationale"
 avenir des sociétés de développement régional,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement par la commission des finances sur l'avenir des societes de developpement regional et leur role dans le financement des PME-PM"
 avis du Conseil d'Etat sur les projets de loi,Pierre MAZEAUD,tendant a organiser la publicite des avis donnes par le Conseil d'Etat sur les projets de loi
 bailleurs et locataires,Georges SARRE,"relative aux rapports entre bailleurs et locataires, en ce qui concerne le renouvellement des baux a loyer d'immeubles ou de locaux a usage commercial, industriel ou artisanal"
" Banque de France, assurance et  credit","Philippe Marini, Yves Deniaud","portant diverses dispositions relatives a la Banque de France, a l'assurance, au credit et aux marches financiers"
 batiments en ruine,Philippe LEGRAS,  tendant a modifier le Livre V du code de la construction et de l'habitation afin de prevoir des mesures concernant les batiments en ruine
 baux commerciaux dans les communes touristiques,Léonce DEPREZ,relative aux baux commerciaux dans les communes touristiques et les stations classees
 baux commerciaux et pepinieres d'entreprises,Jean RIGAUD,"tendant a ecarter du champ d'application de la legislation sur les baux commerciaux les conventions dites""pepinieres d'entreprises"""
 benevolat et la vie associative,Jean-Luc REITZER,relative au soutien au benevolat et a la vie associative
 Biens de Section,Roger BESSE,visant a modifier l'article L. 150-10 du Code des Communes relatif aux Biens de Section
 biens de section,Alain MARLEIX,modifiant l'article L. 2411-10 du Code general des Collectivites territoriales relatif aux biens de section
 bilan des accords de Maastricht,Alain BOCQUET,"tendant a constituer une commission d'enquete sur le bilan economique, social et institutionnel de l'application des accords de Maastricht en France depuis le 1er decembre 1993"
 bilan ecologique d'entreprise,Michel DESTOT,  relative a la prevention de la pollution par les friches industrielles et creant le bilan ecologique d'entreprise
 bilan et avenir de la PESC de l'Union europeenne,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les communautes europeennes sur l'Europe et sa securite : bilan et avenir de la politique etrangere et de securite commune (PESC) de l'Union europeenn
 biocarburants,Martin MALVY,  tendant a rendre obligatoire l'incorporation de biocarburants dans les essences vendues sur le territoire francais
 bizutage,Ségolène ROYAL,  tendant a lutter contre certaines pratiques de bizutage portant atteinte a la dignite humaine
" Justice : blanchiment, dépistage, saisie et confiscation des produits du crime","Projet de loi, Paul Girod, Rapport,  TA n° 2 , Michel Hunault, (Dossier en ligne sur le site du Sénat)","portant adaptation de la legislation francaise aux dispositions de la convention du Conseil de l'Europe relative au blanchiment, au depistage, a la saisie et a la confiscation des produits du crime et tendant a ameliorer la lutte contre le trafic de stupefiants"
 bonifications pour enfants en matiere de retraite,Jean-Jacques JÉGOU,tendant a modifier l'article L 18 du Code des pensions civiles et militaires de retraite relatif aux bonifications pour enfants
 bouilleurs de cru,Hubert HAENEL,relative a la distillation en franchise des droits d'une partie de la production des recoltants producteurs d'eau-de-vie naturelle
 bouilleurs de cru,Jean-Luc REITZER,relative a la distillation en franchise des droits d'une partie de la production des recoltants-producteurs d'eau de vie naturelle
 boulangers patissiers,Georges SARRE,pour la defense du metier d'artisan boulanger-patissier
 bruit dans les boites de nuit,Claude GAILLARD,rendant obligatoire l'installation d'un sonometre dans tous les lieux de diffusion de musique amplifiee et fixant les normes de mesure des niveaux sonores
budget des CE pour 1995,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur le projet de budget des Communautes europeennes pour l'exercice 199"
 budget des collectivites locales,,"au cours de la séance du mercredi 13 avril 1994
Projet de loi portant dispositions budgetaires et comptables relatives aux collectivites locales, adopté avec modifications en 1èrelecture par le Sénat le 13 avril 1994"
 budget des Communautes europeennes,"Bernard CARAYON, Jacques Barrot",sur le projet de budget general des Communautes europeennes pour l'exercice 1994 (no E-124)
 budget des Communautes europeennes,Jean-Claude LEFORT,relative au projet de budget general des Communautes europeennes pour 1994 (no E-124) presentee en application de l'article 151-1 du reglement
 budget des Communautes europeennes,Robert PANDRAUD,modifiant l'ordonnance no 59-2 du 2 janvier 1959 portant loi organique relative aux lois de finances et tendant a ameliorer le controle du Parlement sur la participation de la France au budget des Communautes europeennes
budget des Communautes europeennes pour 1995,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la delegation de l'Assemblee nationale pour les Communautes europeennes sur l'avant-projet de budget general des Communautes europeennes pour 199
budget des Communautes europeennes pour 1995,René CARPENTIER,relative a l'avant-projet de budget general des Communautes europeennes pour l'exercice 1995 (no E-255)
budget des Communautes europeennes pour 1995,"Bernard CARAYON, Philippe Auberger",sur l'avant-projet de budget general des Communautes europeennes pour l'exercice 1995 (nos E-246 et E-255)
budget des communautés européennes pour 1996,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur le projet de budget des communautes europeennes pour l'exercice 199"
budget des Communautés européennes pour 1997,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur le projet de budget general des Communautes europeennes  pour l'exercice 199"
budget des Communautes pour 1994,,"Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes "" déposé par la Delegation de l'Assemblee Nationale pour les Communautes europeennes sur le projet de budget general des Communautes Europeennes pour l'exercice 1994 (no E-124) et sur la proposition de reglement concernant les paiements du F.E.O.G.A. - Section """"Garantie"""" (proposition de reglement (CEE, EURATOM) du Conseil modifiant le reglement du Conseil 1552/89 portant application de la decision 88/376/CEE, EURATOM relative au systeme des ressources propres des Communautes (no E-91)"
 budget rectificatif des Communautes europeennes,"Robert PANDRAUD, Yves Deniaud",sur l'avant-projet de budget rectificatif et supplementaire no 1/95 des Communautes europeennes (no E-381)
budget 1996 des Communautes europeennes,"Bernard CARAYON, Philippe Auberger",sur l'avant-projet de budget general des Communautes europeennes pour l'exercice 1996 (no E-422)
budget 1996 des Communautés européennes,,Rapport d'information   déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur l'avant-projet de budget general des communautes europeennes pour l'exercice 1996 (no E-422
 cabinets de conseil en ressources humaines,Gérard JEFFRAY,relative aux cabinets de conseil en ressources humaines
 Agriculture : élimination des cadavres d'animaux,"André Angot, (Dossier en ligne sur le site du Sénat)",relatif a la collecte et a l'elimination des cadavres d'animaux et des dechets d'abattoirs et modifiant le code rural
 calcul de la retraite,Jean-Luc REITZER,tendant a prendre en compte le temps du service national dans le calcul de la retraite
 calcul de la retraite,Rudy SALLES,tendant a assurer la prise en compte des periodes de service national pour le calcul de la retraite
 calcul de la retraite des anciens etudiants,Guy TEISSIER,permettant la prise en compte des annees d'etudes superieures dans la duree de cotisation retenue pour le calcul du montant de la pension de retraite
 calcul des supplements de loyers des HLM,Philippe MARINI,relative au calcul des supplements de loyers que les organismes HLM peuvent demander aux locataires dont les ressources sont superieures aux plafonds reglementaires
 campagne double aux anciens combattants d'AFN,Martin MALVY,  tendant a accorder le benefice de la campagne double aux fonctionnaires anciens combattants d'Afrique-du-Nord
 campagne double aux anciens militaires d'AFN,François D'HARCOURT,tendant a accorder le benefice de la campagne double aux anciens militaires d'Afrique du Nord
 campagne double d'Afrique-du-Nord,Robert PAGÈS,  tendant a accorder le benefice de la campagne double aux fonctionnaires et assimiles anciens combattants en Afrique-du-Nord
 campagnes de promotion du Gouvernement,Bernard PONS,tendant a completer l'article L. 52-1 du code electoral afin d'etendre au Gouvernement l'interdiction des campagnes de promotion publicitaire des realisations ou de la gestion d'une collectivite
 canaux banalises,Jacques GODFRAIN,tendant a accorder le droit a l'antenne aux utilisateurs de postes emetteurs-recepteurs fonctionnant sur les canaux banalises
 candidats a la Presidence a la Republique,Hélène LUC,  tendant a rendre publique la situation des candidats a la Presidence de la Republique
 candidats a la Presidence de la Republique,Georges MARCHAIS,  tendant a rendre publique la situation des candidats a la Presidence de la Republique
 candidats au second tour des elections,Adrien ZELLER,modifiant les articles L. 162 et L. 210-1 du code electoral en vue d'eviter l'unicite de candidature au second tour des elections legislatives et cantonales
 candidature d'un suppleant de depute,Arnaud LEPERCQ,"tendant a interdire a quiconque a ete elu, en meme temps qu'un depute, a l'effet de le remplacer, de faire acte de candidature contre lui lors de l'election suivante"
 candidatures au second tour des elections,Jean-Jacques GUILLET,tendant a favoriser la pluralite des candidatures au  second tour des elections
candidatures au 2eme tour des elections municipales,Patrick DEVEDJIAN,  tendant a supprimer la possibilite de fusion des listes de candidats au deuxieme tour des elections municipales
 candidatures pour les elections municipales,Philippe RICHERT,visant a rendre obligatoire la declaration de candidature pour les elections municipales des communes de moins de 3500 habitants
 capacite d'ester en justice des D.G. de S.A.,Frantz TAITTINGER,visant a preciser les pouvoirs du directeur general d'une societe par actions quant a sa capacite d'ester en justice
 capital financier des entreprises,Daniel COLLIARD,  tendant a creer un impot sur le capital financier non reinvesti des entreprises
 carburants d'origine agricole,Xavier DUGOIN,  tendant a rendre obligatoire l'addition de carburants d'origine agricole dans les carburants petroliers
 carte de combattant,Georges HAGE,  relative a l'attribution de la carte de combattant aux soldats polonais ayant servi dans l'armee francaise
 carte de Combattant volontaire de la Resistance,Claude BARATE,tendant a supprimer toute forclusion frappant les demandes de carte de Combattant volontaire de la Resistance
 carte du combattant aux anciens de la guerre d'Espagne,Jean-Claude LEFORT,  tendant a accorder le benefice de la carte du combattant et de la legislation sur les victimes de guerre a tous les Francais qui combattirent volontairement dans les rangs de l'armee republicaine d'Espagne ainsi qu'a leur famille
 cas d'intoxication dus a la presence de plomb,Michel NOIR,visant a instituer une declaration obligatoire des cas d'intoxication due a la presence de plomb dans les immeubles d'habitation
 catastrophes naturelles,Patrick LABAUNE,tendant a ameliorer la couverture par l'assurance des catastrophes naturelles des dommages lies aux chutes de neige exceptionnelles
 causes des inondations,,"L'Assemblée nationale a créé le 5 mai 1994 une commission d'enquête sur les inondations de trente membres, conformément au chapitre IV de son Réglement "
 CB,François ROCHEBLOINE,"tendant a reglementer la commercialisation, la possession et l'utilisation des postes emetteurs-recepteurs fonctionnant sur des canaux banalises"
 CB,Bernard MURAT,tendant a reglementer l'usage des postes emetteurs-recepteurs fonctionnant sur des canaux banalises
 CDD des collectivites locales,Claude DHINNIN,tendant a inciter les collectivites locales a conclure des contrats de travail a duree determinee avec des demandeurs d'emploi
 CE sur le marche vitivinicole,"Marcel ROQUES, Philippe Armand Martin",sur la proposition de reglement (CE) du Conseil portant reforme de l'organisation commune du marche vitivinicole - COM(94) 117 final no E-401
 centres d'accueil des femmes en detresse,Bruno RETAILLEAU,visant a etendre a l'echelle nationale l'existence de centres d'accueil des femmes en detresse
 centres d'adaptation a la vie active,Patrick BALKANY,tendant a etendre le benefice de la loi no 87-517 du 10 juillet 1987 relative a l'emploi des handicapes aux centres d'adaptation a la vie active
 Questions sociales et santé : soins infirmiers gérés par la MSA,"Proposition de loi, Michel MOREIGNE",visant à étendre aux centres de santé gérés par la Mutualité sociale agricole la subvention prévue à l'article L. 162-32 du code de la sécurité sociale
 centres de sante geres par la mutualite sociale agricole,Georges MOULY,visant a etendre aux centres de sante geres par la mutualite sociale agricole la subvention prevue a l'article L. 162-32 du code de la securite sociale
 centres de sante pour toxicomanes,Claude DHINNIN,tendant a creer des centres de sante specifiques au profit des toxicomanes
 centres d'information et d'orientation departementaux,Jean-Philippe LACHENAUD,relative a la transfomation progressive des actuels centres d'information et d'orientation departementaux en services d'Etat
 centres d'information et d'orientation departementaux,Jean-Jacques WEBER,relative a la transformation progressive des actuels centres d'information et d'orientation departementaux en services d'Etat
 certains services publics,"Franck BOROTRA, Jacques Vernier","sur des propositions de directives communautaires relatives aux services publics : proposition de directive du Conseil concernant des regles communes pour le marche interieur de l'electricite et du gaz naturel (COM(91) 548 final du 21 fevrier 1992/no E-211), proposition de directive du Parlement europeen et du Conseil relative a l'interconnexion dans le secteur des telecommunications (COM(95) 379 final du 19 juillet 1995/no E-467), proposition de directive du Parlement europeen et du Conseil concernant des regles communes pour le developpement des services postaux communautaires et l'amelioration de la qualite du service (no E-474)"
 certificat d'hebergement,"Proposition de loi, Serge MATHIEU",relative au certificat d'hebergement
 certification des produits industriels,"Christian Daniel, Anne Heinis",modifiant le code de la consommation en ce qui concerne la certification des produits industriels et des services et la commercialisation de certains produits alimentaires
 certificats de reintegration des Alsaciens-Lorrains,Jean Louis MASSON,tendant a abroger les dispositions afferentes aux certificats de reintegration dans la nationalite francaise pour les personnes nees en Alsace-Lorraine avant 1918 et pour leurs descendants
 certificats d'hebergement,Patrick BALKANY,visant a accroitre les competences des maires en matiere de certificats d'hebergement
 CES et securite sociale,Daniel MANDON,prevoyant la consultation obligatoire du Conseil economique et social sur les projets de loi de financement de la securite sociale
 cessation d'activite des secretaires de mairie,Jean CLUZEL,visant a faire beneficier de la cessation progressive d'activite les secretaires de mairie et agents intercommunaux a temps complet
 cessation des incompatibilites dues au cumul des mandats,Patrick HOGUET,modifiant l'alinea 2 de l'article L. 46-1 du chapitre IV - titre II du code electoral concernant les conditions dans lesquelles doivent cesser les incompatibilites dues au cumul de mandats
 cessation progressive d'activite des personnels enseignants,Patrick BALKANY,relative a la cessation progressive d'activite des personnels enseignants
 cession des biens du patrimoine public,Arsène LUX,assurant le respect par les collectivites locales du principe constitutionnel de la cession des biens du patrimoine public a leur juste valeur
 chambres de commerce et d'industrie,,modifiant la loi no 87-550 du 16 Juillet 1987 modifiee relative aux juridictions commerciales et au mode d'election des delegues consulaires et des membres des chambres de commerce et d'industri
 chambres des professions liberales,M. Jacques DELONG,"tendant a institutionnaliser en chambres consulaires les chambres des professions liberales et assimilees actuellement constituees en associations, conformement a la loi du 1er juillet 1901"
 chambres des professions liberales,M. Jacques DELONG,"tendant a institutionnaliser en chambres consulaires les chambres des professions liberales et assimilees actuellement constituees en associations, conformement a la loi du 1er juillet 1901"
 changement de statut de Framatome,,Rapport d'information déposé en application de l'article 29 du Règlement au nom des délégués de l'Assemblée nationale à l'Assemblée parlementaire de l'Organisation sur la Sécurité et la Coopération en Europe (O.S.C.E.)  déposé en application de l'article 145 du Reglement par la commission de la production sur les consequences pour la filiere electro-nucleaire francaise d'un changement de statut de Framatom
 changements climatiques,"Roland Nungesser, Jacques Golliet",autorisant la ratification de la convention cadre des Nations-Unies sur les changements climatiques adoptee le 9 mai 1992 et signee par la France le 13 juin 1992
 chanson d'expression francaise,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement par la commission des affaires culturelles sur la chanson d'expression francais"
 charges de fonctionnement des ecoles,Marc-Philippe DAUBRESSE,tendant a retablir l'egalite entre les ecoles publiques et privees en ce qui concerne les charges de fonctionnement prises en charge par les communes pour les eleves n'habitant pas la commune
 charges sociales,Gérard JEFFRAY,exonerant de charges sociales les augmentations de salaires
 charte de la citoyennete,Antoine JOLY,instituant une charte de la citoyennete au sein des collectivites territoriales
 charte du malade hospitalise,Jean-Pierre MICHEL,tendant a instituer une charte du malade hospitalise
 chasse et protection de la faune,Jean-Claude GAYSSOT,  relative a l'exercice democratique de la chasse et au renforcement de la protection de la faune
 chasses a courre,Pierre PASQUINI,tendant a interdire les mises a mort d'animaux dans les chasses a courre
 chemins de fer en Europe,,"Rapport d'information   déposé par le Delegation de l'Assemblee nationale pour l'Union europeenne sur la liberalisation des chemins de fer en Europe : - proposition de directive du Conseil concernant les licences des entreprises ferroviaires, - proposition de directive du Conseil concernant la repartition des capacites d'infrastructure ferroviaire et la perception de redevances d'utilisation de l'infrastructure (COM (93) 678 final/no E-197"
 cheques sans provision,Marie-Josée ROIG,visant a limiter les cheques sans provision
 cheque-service dans les associations,Yves BUR,developpant l'emploi dans le secteur associatif par le recours au cheque-service
 cheques-vacances,François CALVET,"modifiant l'ordonnance du 26 mars 1982 portant creation du cheque-vacances afin d'instituer le""cheque-loisirs"""
 chiens dangereux,"Proposition de loi, Serge MATHIEU",relative aux animaux de race canine susceptibles de présenter un danger pour les personnes
 choix des assurances,Pierre HELLIER,assurant a l'emprunteur le libre choix du contrat d'assurance accessoire a un pret a la consommation
 circonscriptions electorales a La Reunion,Paul VERGÈS,tendant a modifier le code electoral en ce qui concerne les circonscriptions electorales a La Reunion
 circulation entre la France et la Mauritanie,,l'approbation de la convention relative a la circulation et au sejour des personnes entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique islamique de Mauritanie
 citoyennete,Francis SAINT-ELLIER,sur la citoyennete
 classes en milieu rural,Joël SARLOT,relative au maintien des classes en milieu rural
 climatisme et la climatotherapie,Claude BIRRAUX,relative au developpement du climatisme et de la climatotherapie
 climatisme medical,Michel MEYLAN,tendant a modifier le livre VII du code de la sante publique et a developper le climatisme medical et therapeutique
 code de la communication et du cinema,,ortant code de la communication et du cinema (partie legislative)
 code de la communication (partie legislative),,"portant code de la communication (partie legislative), n° 3, déposé le 7 avril 1993
et renvoy"
 code de la consommation,"Jean-Jacques Robert, Jean-Paul Charié",relatif au code de la consommation (partie legislative)
 code de la route dans les TOM et Mayotte,"Raymond-Max Aubert, Jean-Marie Girault",etendant dans les territoires d'outre-mer certaines dispositions du code de la route et portant dispositions diverses relatives aux territoires d'outre-mer et a la collectivite territoriale de Mayotte
 code des juridictions financieres,Patrice GÉLARD,  tendant a modifier le code des juridictions financieres afin de preciser les competences des chambres regionales des comptes
 code des marches publics,,"portant reforme du code des marches publics, n° 3462, déposé le 20 mars 1997"
 code des pensions militaires d'invalidite,Lucien NEUWIRTH,tendant a preciser les conditions d'application de l'article L.273 du code des pensions militaires d'invalidite et des victimes de guerre
 code electoral,Jean Louis MASSON,tendant a amenager plusieurs dispositions du code electoral
 Outre-mer : adaptation du code minier aux DOM,"Projet de loi, Jean Huchon, Rapport,  TA n° 74 , (Dossier en ligne sur le site du Sénat)",portant extension partielle et adaptation du code minier aux départements d'outre-mer
 cohesion sociale,Roselyne Bachelot-Narquin,d'orientation relatif au renforcement de la cohesion sociale
 collecte des fonds destines a la formation,Daniel MANDON,tendant a assurer un equilibre dans la collecte des fonds destines a la formation professionnelle entre les organismes paritaires collecteurs agrees de branches professionnelles et les organismes paritaires collecteurs agrees interprofessionnels et regionaux
 collecte des statistiques des echanges de biens,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur la collecte des statistiques communautaires des echanges de biens : - proposition de reglement (CE) du Conseil relatif aux statistiques des echanges de biens de la Communaute et de ses Etats membres avec les pays tiers (no E-194) - projet de reglement (CE) du Conseil relatif a l'action de la Communaute dans le domaine statistique (no E-236"
 collecte des statistiques des echanges de biens,"Robert PANDRAUD, François Loos",sur la collecte des statistiques communautaires des echanges de biens : - proposition de reglement (CE) du Conseil relatif aux statistiques des echanges de biens de la Communaute et de ses Etats membres avec les pays tiers (no E-194) - projet de reglement (CE) du Conseil relatif a l'action de la Communaute dans le domaine statistique (no E-236)
 collectivites locales,Jean TARDITO,  relative aux collectivites locales
 colombophilie,,
 combattants volontaires de la Resistance,Maxime GREMETZ,  tendant a supprimer reellement toute forclusion de droit ou de fait s'opposant a la reconnaissance de la qualite de combattant volontaire de la Resistance
 combattants volontaires de la Resistance,Didier MIGAUD,  relative aux conditions d'attribution du titre de combattant volontaire de la Resistance
 Comite National d'Ethique du Developpement,Gilbert BIESSY,  tendant a creer un Comite National d'Ethique du Developpement
 commemorant l'abolition de l'esclavage,Jean-Claude GAYSSOT,  relative a la celebration de l'abolition de l'esclavage en France metropolitaine
 commemoration des evenements d'Algerie,Daniel COLIN,relative a la commemoration du souvenir des morts pour la France lors des evenements d'Algerie
commemoration du 19 mars 1962,René CARPENTIER,"tendant a reconnaitre officiellement le caractere de journee nationale du souvenir et du recueillement a la journee du 19 mars, date anniversaire du cessez-le-feu survenu en Algerie en 1962"
 commerce de detail dans les communes touristiques,Léonce DEPREZ,visant a stabiliser le commerce de detail dans les communes touristiques et stations classees
 commerce de la viande bovine,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur les mesures proposees par la Commission europeenne dans le contexte de la crise du marche de la viande bovine :  propositions de reglement (CE) du Conseil modifiant le reglement (CEE"
 commerce de proximite,René CARPENTIER,  relative a l'urbanisme commercial et a la defense du commerce de proximite
 commerce de proximite,Janine JAMBU,  relative au repos hebdomadaire et a la defense du commerce de proximite
 commerce et artisanat,Bruno RETAILLEAU,favorisant un nouvel essor du commerce et de l'artisanat
 commerce independant,Philippe LANGENIEUX-VILLARD,visant a soutenir le commerce independant
 commissariat a la modernisation administrative,Raymond MARCELLIN,tendant a la creation d'un commissariat general permanent a la modernisation administrative
 commission d'enquete  sur la delinquance,"Jean Louis MASSON, Suzanne Sauvaigo","tendant a la creation d'une commission d'enquete concernant les mesures nouvelles a prendre pour reprimer la delinquance de rue, notamment lorsqu'elle a pour corollaire les violences contre les personnes, le trafic de drogue ou la rebellion contre les forces de l'ordre"
 commission d'enquete sur Charles Hernu,Philippe HOUILLON,"tendant a creer une commission d'enquete sur les activites passees de Charles Hernu, ancien ministre de la defense, et le cas echeant de toute autre personnalite francaise qui serait revelee a cette occasion, ainsi que sur leurs consequences, au regard des affirmations selon lesquelles il aurait ete au moins a une certaine epoque un agent des pays de l'Est"
 commission d'enquete sur le Rwanda,Jean-Claude LEFORT,tendant a constituer une commission d'enquete sur la part des responsabilites francaises dans le genocide perpetre au Rwanda a partir du mois d'avril 1994
 commission d'enquete sur les depenses publiques,"Hervé NOVELLI, Alain Griotteray",tendant a creer une commission d'enquete sur l'evolution et la maitrise des depenses publiques
 commission d'enquete sur les etrangers,"Michel PÉRICARD, Suzanne Sauvaigo","  tendant a la creation d'une commission d'enquete de trente membres chargee de proceder a un examen approfondi des procedures en vigueur en matiere d'entree des etrangers sur le territoire, de mesurer l'ampleur et l'origine des dysfonctionnements actuels et de proposer les instruments juridiques  necessaires a leur amelioration"
 commission d'enquete sur les pensions de retraite,"Denis JACQUAT, Francisque Perrut",tendant a constituer une commission d'enquete chargee d'apprecier la validite juridique des modalites de calcul des pensions de retraite applicables en matiere de coordination entre regimes au regard du respect des droits des assures sociaux
 commission d'enquete sur l'Opera,Jean-Paul FUCHS,tendant a la creation d'une commission d'enquete sur l'Opera national de Paris
 commission nationale des comptes de campagne,Georges SARRE,tendant a etendre les competences de la commission nationale des comptes de campagne et des financements publics
 commissions d'adjudication ou d'appels d'offres,Michel HUNAULT,"tendant a permettre a un representant local d'un organisme de defense des consommateurs d'assister aux commissions d'adjudication ou d'appels d'offres, avec voix consultative"
 commissions de surveillance des sites nucleaires,Claude BIRRAUX,tendant a la creation de commissions departementales d'information et de surveillance des sites nucleaires civils
 commissions d'enquete,Bernard DEROSIER,tendant a modifier l'article 140 du Reglement relatif aux commissions d'enquete
 commissions departementales d'equipement commercial,Joël SARLOT,relative au fonctionnement et a la composition des commissions departementales d'equipement commercial
 commissions departementales d'equipement hotelier,Patrick BALKANY,visant a creer des commissions departementales d'equipement hotelier regissant les creations d'hotels ou d'etablissements parahoteliers recevant du public
 commissions d'equipement commercial,Pierre HELLIER,tendant a modifier la composition des commissions departementales d'equipement commercial
 commissions d'integration hoteliere,Jean BERNADAUX,tendant a creer des commissions departementales d'integration hoteliere regissant les implantations nouvelles d'hotels
 commissions permanentes,Michel NOIR,modifiant les articles 28 et 43 de la Constitution et tendant a modifier le calendrier parlementaire et le nombre des commissions permanentes
 commissions permanentes,Michel NOIR,tendant a modifier l'article 36 du Reglement de l'Assemblee nationale
" ""communes """"compagnon de la Liberation""""""",,"creant le Conseil national des communes""compagnon de la Liberation"""
 Culture : communication audiovisuelle,"Projet de loi, Jean-Paul Hugot, Rapport,  TA n° 71 , Christian Kert, (Dossier en ligne sur le site du Sénat)",modifiant la loi no 86-1067 du 30 septembre 1986 relative a la liberte de communication
 communications par satellites,"Robert PANDRAUD, Christian Cabal",sur le projet de directive de la Commission modifiant les directives 88/301/CEE et 90/388/CEE en ce qui concerne les communications par satellites (no E-190)
 Compagnie nationale du Rhone,Jean-Luc REITZER,modifiant l'article 2 de la lo
 compensation des variations d'enneigement,Augustin BONREPAUX,"  tendant a creer, au profit des stations de montagne, un fonds de compensation des variations d'enneigement"
 competence de la Communaute aux conferences du travail,"Robert PANDRAUD, Marc Laffineur",sur la proposition de decision du Conseil relative a l'exercice de la competence externe de la Communaute aux conferences internationales du travail en cas de competence appartenant ensemble a la Communaute et a ses Etats membres (no E-209)
 competences de la Polynesie en matiere penitentiaire,"Bernard Laurent, Francis Delattre",relatif au transfert a l'Etat des competences du territoire de la Polynesie francaise en matiere penitentiaire
 competences de l'Etat en matiere d'incendie,Jean-François MANCEL,retablissant les competences de l'Etat en matiere d'incendie et de secours
 competences des communautes de communes,Patrick HOGUET,tendant a modifier les dispositions de la loi d'orientation no 92-125 du 6 fevrier 1992 relative a l'administration territoriale de la Republique concernant le champ des competences des communautes de communes
